,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Nuevo Progreso,MX,23.1667,-97.95,61.59,77,1,2.21,clear sky
347,Kendari,ID,-3.945,122.4989,84.34,70,98,2.51,overcast clouds
348,Phalaborwa,ZA,-23.943,31.1411,71.42,77,6,7.0,clear sky
349,Trencianske Teplice,SK,48.9106,18.1669,40.86,86,79,1.61,broken clouds
350,Gat,IL,31.61,34.7642,48.4,100,91,18.66,overcast clouds
351,Mwinilunga,ZM,-11.7358,24.4293,60.55,99,100,1.72,light rain
352,Nueva Loja,EC,0.0847,-76.8828,69.73,98,100,1.39,overcast clouds
353,Port Macquarie,AU,-31.4333,152.9167,87.89,44,0,7.49,clear sky
354,Omsukchan,RU,62.5333,155.8,-12.82,82,73,4.07,broken clouds
355,Wanaka,NZ,-44.7,169.15,77.56,35,2,9.82,clear sky
356,Grand Island,US,40.925,-98.342,43.75,50,100,16.11,overcast clouds
357,Caltanissetta,IT,37.3745,14.0642,37.06,42,0,5.3,clear sky
358,Ayan,RU,56.45,138.1667,17.92,92,100,8.84,light snow
359,Agaro,ET,7.85,36.65,64.89,60,76,2.28,broken clouds
360,Akyab,MM,20.15,92.9,75.33,30,4,6.22,clear sky
361,Zhuhai,CN,22.2769,113.5678,68.92,76,97,5.88,overcast clouds
362,Kangaatsiaq,GL,68.3065,-53.4641,-13.63,98,94,12.77,overcast clouds
363,Port Moresby,PG,-9.4431,147.1797,84.81,73,77,13.91,broken clouds
364,Roma,US,43.2128,-75.4557,44.46,62,100,6.91,overcast clouds
365,Yongan,CN,39.6957,113.6871,31.03,33,4,9.98,clear sky
366,Ramsgate,GB,51.3358,1.4155,47.68,85,100,5.01,light rain
367,Mazatlan,MX,23.2167,-106.4167,67.91,83,90,1.01,overcast clouds
368,Puerto Madryn,AR,-42.7692,-65.0385,66.42,82,100,7.31,overcast clouds
369,Prince George,CA,53.9166,-122.753,42.26,86,75,1.99,broken clouds
370,Salihli,TR,38.4826,28.1477,40.5,82,11,1.92,few clouds
371,Loandjili,CG,-4.7561,11.8578,76.12,89,90,5.08,overcast clouds
372,Rudbar,AF,30.15,62.6,54.45,24,0,5.99,clear sky
373,Cockburn Town,TC,21.4612,-71.1419,77.77,75,1,18.99,clear sky
374,Novomykolayivka,UA,47.9781,35.9102,28.65,88,46,7.16,scattered clouds
375,Gospic,HR,44.5461,15.3747,26.29,72,8,0.6,clear sky
376,Nicolas Bravo,MX,18.45,-88.9167,66.54,89,90,2.44,overcast clouds
377,Iqaluit,CA,63.7506,-68.5145,-27.31,74,91,4.74,overcast clouds
378,Tilichiki,RU,60.4667,166.1,-7.91,78,9,5.82,clear sky
379,Madisonville,US,37.3281,-87.4989,48.06,57,44,4.92,scattered clouds
380,Bayan,CN,46.0833,127.4,17.15,87,100,2.3,overcast clouds
381,Puerto Baquerizo Moreno,EC,-0.9,-89.6,73.92,83,94,7.16,overcast clouds
382,Ayacucho,PE,-13.1583,-74.2239,56.3,85,90,3.62,overcast clouds
383,Colquechaca,BO,-18.6667,-66.0167,32.09,93,91,4.63,light snow
384,Aksu,CN,41.1231,80.2644,29.35,45,83,3.49,broken clouds
385,Port Blair,IN,11.6667,92.75,84.24,70,20,11.5,few clouds
386,Constitucion,CL,-35.3333,-72.4167,57.83,87,5,1.54,clear sky
387,Hongjiang,CN,27.11,109.9956,40.33,93,100,2.39,overcast clouds
388,Islaz,RO,43.7333,24.75,36.28,90,0,5.44,clear sky
389,Cabedelo,BR,-6.9811,-34.8339,75.87,72,82,8.99,broken clouds
390,Tarko-Sale,RU,64.9225,77.785,-9.51,87,12,11.25,few clouds
391,Hervey Bay,AU,-25.2986,152.8535,86.04,54,0,7.0,clear sky
392,Boyolangu,ID,-8.1181,111.8935,79.79,80,98,3.11,overcast clouds
393,Alexandria,EG,31.2156,29.9553,55.6,56,99,22.73,overcast clouds
394,Briceni,MD,48.3572,27.7036,43.99,88,100,9.57,overcast clouds
395,Alma,CA,48.5501,-71.6491,29.1,93,100,4.32,light snow
396,Lata,PT,40.1629,-8.3327,47.05,69,77,3.56,broken clouds
397,Ulaangom,MN,49.9811,92.0667,-15.02,96,99,2.62,overcast clouds
398,Beloit,US,42.5084,-89.0318,35.44,82,99,10.0,light snow
399,Viedma,AR,-40.8135,-62.9967,77.45,48,100,12.17,heavy intensity rain
400,Durant,US,33.994,-96.3708,56.52,32,0,0.0,clear sky
401,Coquimbo,CL,-29.9533,-71.3436,64.13,88,100,3.44,overcast clouds
402,Gushikawa,JP,26.3544,127.8686,65.43,75,100,13.8,overcast clouds
403,Mitsamiouli,KM,-11.3847,43.2844,81.23,75,89,9.86,overcast clouds
404,Morondava,MG,-20.2833,44.2833,78.01,80,79,7.47,broken clouds
405,San Cristobal,VE,7.7669,-72.225,71.78,93,97,1.36,overcast clouds
406,Maunabo,PR,18.0072,-65.8993,75.04,90,44,11.32,scattered clouds
407,Maumere,ID,-8.6199,122.2111,82.27,79,100,5.59,overcast clouds
408,Mapimi,MX,25.8167,-103.85,56.17,31,100,1.21,overcast clouds
409,Balkhash,KZ,46.844,74.9804,3.81,85,40,11.18,scattered clouds
410,Moussoro,TD,13.6408,16.4901,60.42,14,1,12.26,clear sky
411,Charcas,MX,23.1333,-101.1167,49.91,55,0,7.4,clear sky
412,Nara,JP,34.6851,135.8049,45.91,61,100,3.2,light rain
413,Waitati,NZ,-45.75,170.5667,66.79,77,56,4.68,light rain
414,Vanimo,PG,-2.6741,141.3028,84.24,72,39,4.38,scattered clouds
415,Berlevag,NO,70.8578,29.0864,21.2,83,41,21.32,scattered clouds
416,Jacareacanga,BR,-6.2222,-57.7528,71.89,97,100,0.18,overcast clouds
417,Longyearbyen,SJ,78.2186,15.6401,13.84,85,75,6.91,broken clouds
418,Vestmanna,FO,62.1564,-7.1664,29.32,69,82,25.32,broken clouds
419,Billings,US,45.7833,-108.5007,49.93,56,75,17.27,broken clouds
420,Luanda,AO,-8.8368,13.2343,77.0,78,75,5.75,broken clouds
421,Caldwell,US,43.6629,-116.6874,39.15,74,0,4.61,clear sky
422,Bengkulu,ID,-3.8004,102.2655,80.4,61,100,2.17,light rain
423,Kombissiri,BF,12.0656,-1.3375,70.48,13,1,9.17,clear sky
424,Porbandar,IN,21.6422,69.6093,71.64,42,6,12.84,clear sky
425,Izumo,JP,35.3667,132.7667,48.45,59,90,6.31,overcast clouds
426,Salalah,OM,17.0151,54.0924,69.89,24,0,11.5,clear sky
427,Verkhnyaya Inta,RU,65.9811,60.3094,11.61,72,47,16.58,scattered clouds
428,Bluefields,NI,12.0137,-83.7635,74.16,88,6,7.78,clear sky
429,Mokhsogollokh,RU,61.4681,128.9203,-10.12,89,100,1.36,overcast clouds
430,Magrath,CA,49.4167,-112.8686,39.43,67,56,16.78,broken clouds
431,Winnemucca,US,40.973,-117.7357,46.45,57,0,12.66,clear sky
432,Mporokoso,ZM,-9.3727,30.125,59.54,97,100,2.06,light rain
433,Karratha,AU,-20.7377,116.8463,90.16,56,6,17.63,clear sky
434,Hambantota,LK,6.1241,81.1185,82.74,78,40,2.3,light rain
435,Alta Floresta,BR,-9.8756,-56.0861,70.29,98,100,0.4,light rain
436,Seoul,KR,37.5683,126.9778,45.91,35,1,5.26,clear sky
437,Rezekne,LV,56.5,27.3167,34.48,84,79,14.52,broken clouds
438,Nuevitas,CU,21.5453,-77.2644,72.84,82,32,0.72,scattered clouds
439,Manggar,ID,-2.8833,108.2667,79.47,80,100,12.97,light rain
440,Aquiraz,BR,-3.9014,-38.3911,82.18,78,18,6.62,few clouds
441,Sabang,ID,5.8933,95.3214,81.84,74,100,14.74,overcast clouds
442,Miri,MY,4.4148,114.0089,85.77,69,46,4.65,scattered clouds
443,Sorland,NO,67.667,12.6934,40.19,77,85,38.54,overcast clouds
444,North Battleford,CA,52.7834,-108.2847,34.41,86,100,4.61,overcast clouds
445,Lhokseumawe,ID,5.1801,97.1507,82.81,68,99,1.9,moderate rain
446,Buchanan,LR,5.8808,-10.0467,77.04,90,23,3.62,few clouds
447,Lukh,RU,57.0124,42.2584,20.41,97,99,6.15,overcast clouds
448,Leshukonskoye,RU,64.8989,45.7622,18.37,94,100,9.26,overcast clouds
449,Mumford,GH,5.2618,-0.759,77.85,88,31,5.57,scattered clouds
450,Masingbi,SL,8.7833,-11.95,69.57,92,0,1.99,clear sky
451,Mangan,IN,27.5167,88.5333,56.8,73,93,3.29,overcast clouds
452,Bitam,GA,2.076,11.5007,68.67,95,87,3.2,overcast clouds
453,Waingapu,ID,-9.6567,120.2641,84.81,72,100,6.49,overcast clouds
454,Axim,GH,4.8699,-2.2405,76.8,91,35,5.64,scattered clouds
455,Eseka,CM,3.65,10.7667,72.86,96,60,0.94,broken clouds
456,Alto Araguaia,BR,-17.3147,-53.2153,67.62,92,99,2.75,overcast clouds
457,Noumea,NC,-22.2763,166.4572,84.18,99,100,21.83,moderate rain
458,Svetlogorsk,BY,52.6333,29.7333,37.83,94,100,15.75,overcast clouds
459,Bianzhuang,CN,34.8486,118.0447,47.1,49,6,2.15,clear sky
460,Huarmey,PE,-10.0681,-78.1522,71.11,81,100,6.49,overcast clouds
461,Spirit River,CA,55.7833,-118.8361,47.75,71,100,27.58,overcast clouds
462,Zhigalovo,RU,54.8097,105.1578,-6.79,88,100,2.39,overcast clouds
463,La Ronge,CA,55.1001,-105.2842,17.83,97,100,5.86,overcast clouds
464,Sinnamary,GF,5.3833,-52.95,75.72,87,33,6.85,scattered clouds
465,Pailon,BO,-17.65,-62.75,70.7,56,52,3.74,broken clouds
466,Alyangula,AU,-13.8483,136.4192,87.3,67,55,12.53,broken clouds
467,Clinton,US,42.587,-82.9199,38.28,77,100,11.5,overcast clouds
468,Suntar,RU,62.1444,117.6319,-12.57,92,99,2.33,overcast clouds
469,Tocopilla,CL,-22.092,-70.1979,66.96,67,0,1.63,clear sky
470,Nuuk,GL,64.1835,-51.7216,20.01,93,100,6.91,overcast clouds
471,Eyl,SO,7.9803,49.8164,71.78,71,18,16.33,few clouds
472,Onega,RU,63.9061,38.1404,21.6,94,84,9.26,broken clouds
473,Ilheus,BR,-14.7889,-39.0494,75.54,90,25,2.1,scattered clouds
474,Lompoc,US,34.6391,-120.4579,70.11,54,0,0.0,clear sky
475,Takoradi,GH,4.8845,-1.7554,77.36,90,13,5.14,few clouds
476,Manadhoo,MV,5.7667,73.3833,80.51,72,29,3.33,scattered clouds
477,Saskylakh,RU,71.9167,114.0833,-1.44,91,100,13.69,overcast clouds
478,Grindavik,IS,63.8424,-22.4338,18.07,79,0,6.91,clear sky
479,Mount Gambier,AU,-37.8333,140.7667,69.82,43,30,10.25,scattered clouds
480,Orlik,RU,52.5178,99.825,-17.07,92,93,1.14,overcast clouds
481,West Wendover,US,40.7391,-114.0733,41.72,58,55,1.81,broken clouds
482,Lazaro Cardenas,MX,17.9583,-102.2,72.41,71,0,4.27,clear sky
483,Kuytun,RU,54.3419,101.5036,-9.45,91,99,4.74,overcast clouds
484,Sarahan,IN,31.5167,77.8,33.28,40,0,7.34,clear sky
485,Homer,US,59.6425,-151.5483,15.69,62,20,24.16,few clouds
486,Poum,NC,-20.2333,164.0167,80.92,87,98,30.67,overcast clouds
487,Shelburne,CA,44.0787,-80.2041,34.56,91,100,12.35,overcast clouds
488,Jalingo,NG,8.8833,11.3667,70.74,16,81,5.12,broken clouds
489,Polyarnyye Zori,RU,67.3661,32.4981,15.4,98,99,3.33,overcast clouds
490,Madang,PG,-5.2246,145.7966,84.88,75,80,6.33,broken clouds
491,Kraskino,RU,42.7114,130.7794,33.64,51,63,3.65,broken clouds
492,Dom Pedrito,BR,-30.9828,-54.6731,64.36,72,0,9.86,clear sky
493,Zhigansk,RU,66.7697,123.3711,-28.91,96,86,9.37,overcast clouds
494,Rocha,UY,-34.4833,-54.3333,60.01,89,0,5.84,clear sky
495,Tabuk,PH,17.4189,121.4443,81.19,68,85,2.91,overcast clouds
496,Ahuimanu,US,21.4447,-157.8378,78.51,71,20,6.91,shower rain
497,Phimai,TH,15.2232,102.4947,90.34,40,6,7.94,clear sky
498,Qandala,SO,11.472,49.8728,72.63,52,35,7.34,scattered clouds
499,Akureyri,IS,65.6835,-18.0878,-1.91,93,91,6.67,overcast clouds
500,Artyom,AZ,40.4723,50.333,46.54,85,4,28.88,clear sky
501,Basco,PH,20.4487,121.9702,75.24,81,14,14.0,few clouds
502,Daru,PG,-9.0763,143.2092,85.12,70,100,7.05,overcast clouds
503,Havelock,US,34.8791,-76.9013,45.93,87,0,4.32,clear sky
504,South Lake Tahoe,US,38.9332,-119.9844,42.44,62,0,4.61,clear sky
505,Khandyga,RU,62.6667,135.6,-19.79,93,93,2.19,overcast clouds
506,Kjopsvik,NO,68.097,16.3742,34.18,81,84,11.14,light snow
507,Tabou,CI,4.423,-7.3528,78.22,87,6,3.91,clear sky
508,Solano,US,38.2333,-121.9511,64.85,67,0,0.0,clear sky
509,Mindelo,CV,16.8901,-24.9804,71.15,78,0,12.66,clear sky
510,Port Hardy,CA,50.6996,-127.4199,45.75,94,98,6.15,overcast clouds
511,Semey,KZ,50.4111,80.2275,-5.58,77,75,0.0,mist
512,Tete,MZ,-16.1564,33.5867,73.49,100,20,0.0,few clouds
513,Cotonou,BJ,6.3654,2.4183,78.67,85,2,7.2,clear sky
514,Sibiti,CG,-3.6819,13.3499,68.27,99,86,2.73,overcast clouds
515,Limoux,FR,42.9167,2.1667,42.82,91,0,2.82,clear sky
516,Chernyshevskiy,RU,63.0128,112.4714,-12.41,89,99,1.9,overcast clouds
517,Redcar,GB,54.6166,-1.06,38.37,64,100,1.99,overcast clouds
518,Ust-Tsilma,RU,65.441,52.1498,16.88,89,100,11.61,overcast clouds
519,Kincardine,GB,56.0667,-3.7167,37.56,93,99,13.2,light snow
520,Caceres,ES,39.522,-6.3748,40.8,80,22,2.64,few clouds
521,Katangli,RU,51.7102,143.2326,19.83,92,100,9.86,light snow
522,Les Cayes,HT,18.2,-73.75,74.03,84,3,4.38,clear sky
523,Pacific Grove,US,36.6177,-121.9166,65.43,48,0,4.61,clear sky
524,Dodoma,TZ,-6.1722,35.7395,65.88,93,100,2.24,light rain
525,Tazovskiy,RU,67.4667,78.7,-3.6,95,43,10.63,scattered clouds
526,Chor,PK,25.5167,69.7667,68.52,30,0,8.57,clear sky
527,Elko,US,41.0002,-115.5012,32.74,66,12,4.0,few clouds
528,Nyurba,RU,63.2842,118.3319,-19.62,95,98,1.72,overcast clouds
529,Ios,GR,36.7333,25.2833,52.05,45,6,25.01,clear sky
530,Mackenzie,CA,55.2999,-123.1698,38.21,100,100,6.31,overcast clouds
531,Tondano,ID,1.3038,124.9112,78.89,71,83,4.76,broken clouds
532,Sambava,MG,-14.2667,50.1667,76.68,90,100,4.7,overcast clouds
533,Moorhead,US,46.8739,-96.7676,12.22,76,75,12.66,broken clouds
534,Ilebo,CD,-4.3167,20.5833,69.87,93,73,1.63,broken clouds
535,Soyo,AO,-6.1349,12.3689,75.49,87,84,7.16,broken clouds
536,Impfondo,CG,1.6381,18.0667,68.36,41,72,2.26,broken clouds
537,Xichang,CN,27.8964,102.2634,54.45,44,2,3.8,clear sky
538,Kirakira,SB,-10.4544,161.9205,83.34,78,99,11.1,overcast clouds
539,Giresun,TR,40.5,38.5,11.52,96,100,10.18,light snow
540,Pietarsaari,FI,63.65,22.6833,30.88,84,68,13.8,broken clouds
541,Nizhniy Kuranakh,RU,58.8353,125.4869,-11.85,93,100,1.72,overcast clouds
542,Los Llanos De Aridane,ES,28.6585,-17.9182,72.12,35,0,5.01,clear sky
543,Sun Valley,US,39.5963,-119.776,47.88,41,0,3.0,clear sky
544,Mount Isa,AU,-20.7333,139.5,96.57,30,40,8.05,scattered clouds
545,Gogrial,SS,8.5332,28.1004,72.14,28,37,6.24,scattered clouds
546,Aklavik,CA,68.2191,-135.0107,-17.7,96,100,6.76,overcast clouds
547,Huangchuan,CN,32.1272,115.0394,46.71,56,3,4.74,clear sky
548,Ambilobe,MG,-13.2,49.05,75.06,96,100,2.06,light rain
549,Havoysund,NO,70.9963,24.6622,22.08,80,96,8.01,overcast clouds
550,Dunedin,NZ,-45.8742,170.5036,66.79,77,36,4.0,scattered clouds
551,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,72.03,99,99,1.34,overcast clouds
552,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,70.02,56,33,1.97,scattered clouds
553,Proddatur,IN,14.7333,78.55,76.1,57,54,7.87,broken clouds
554,Omboue,GA,-1.5746,9.2618,78.31,89,100,5.32,overcast clouds
555,Zhezkazgan,KZ,47.8043,67.7144,22.98,93,100,6.71,mist
556,Skibbereen,IE,51.55,-9.2667,42.12,62,100,14.54,overcast clouds
557,Kamir,PK,30.4333,73.05,60.71,47,0,2.55,clear sky
558,San Luis,AR,-33.295,-66.3356,72.7,34,56,11.16,broken clouds
559,Rawson,AR,-43.3002,-65.1023,64.63,87,100,4.76,overcast clouds
560,Kropotkin,RU,45.4375,40.5756,31.53,87,22,5.97,few clouds
561,Camacha,PT,33.0833,-16.3333,67.53,88,0,1.14,clear sky
562,Lacombe,CA,52.4668,-113.7353,42.91,81,100,12.17,overcast clouds
563,Puerto Ayacucho,VE,5.6639,-67.6236,76.33,88,97,3.15,overcast clouds
564,Stokmarknes,NO,68.5646,14.9108,34.5,93,100,9.4,snow
565,Imbituba,BR,-28.24,-48.6703,71.49,87,62,3.24,broken clouds
566,Pasighat,IN,28.0667,95.3333,59.79,81,100,3.15,overcast clouds
567,Yichun,CN,47.7,128.9,16.75,79,100,2.01,overcast clouds
568,Hun,LY,29.1268,15.9477,48.52,60,59,7.49,broken clouds
569,Katiola,CI,8.1333,-5.1,71.74,21,0,2.93,clear sky
570,Santa Cruz,BO,-17.8,-63.1667,69.26,83,23,5.75,few clouds
571,Loukhi,RU,66.0764,33.0381,21.92,96,98,5.91,light snow
572,Kapuskasing,CA,49.4169,-82.4331,26.69,100,100,5.75,overcast clouds
573,Quatre Cocos,MU,-20.2078,57.7625,82.09,73,60,6.49,broken clouds
574,Idenao,CM,4.2475,9.0047,76.91,91,78,0.45,broken clouds
575,Barra,BR,-11.0894,-43.1417,75.49,61,37,2.44,scattered clouds
576,Meulaboh,ID,4.1363,96.1285,77.4,82,100,7.74,overcast clouds
577,Goderich,CA,43.7501,-81.7165,37.2,96,100,14.38,overcast clouds
578,Ucar,AZ,40.519,47.6542,42.76,50,24,4.36,few clouds
579,Assiniboia,CA,49.6334,-105.9845,27.27,90,99,9.19,overcast clouds
580,Scarborough,GB,54.2797,-0.4044,38.77,84,100,5.01,overcast clouds
581,Brae,GB,60.3964,-1.353,39.11,68,95,15.37,overcast clouds
582,Peniche,PT,39.3558,-9.3811,53.11,80,68,8.01,broken clouds
583,Harper,LR,4.375,-7.7169,78.31,86,11,4.81,few clouds
584,Stornoway,GB,58.2093,-6.3865,39.92,87,75,25.32,moderate rain
585,Yatou,CN,37.15,122.3833,44.56,40,2,2.08,clear sky
586,Atherton,GB,53.5237,-2.4935,41.72,80,100,1.99,overcast clouds
587,Podor,MR,16.6527,-14.9587,71.82,9,28,12.01,scattered clouds
588,Bikin,RU,46.8161,134.26,21.96,81,94,1.1,overcast clouds
589,Bayeux,BR,-7.125,-34.9322,75.83,88,20,4.61,few clouds
590,Vidim,RU,56.4088,103.1106,-9.45,90,88,1.34,overcast clouds
591,Vardo,NO,70.3705,31.1107,28.6,78,100,20.56,overcast clouds
592,Auki,SB,-8.7676,160.7034,82.27,79,99,9.62,heavy intensity rain
593,Surazh,RU,53.0175,32.3918,33.93,99,100,14.41,light snow
594,La Union,PE,-5.4,-80.75,74.34,62,100,9.44,overcast clouds
595,Itaquyry,PY,-24.9333,-55.2167,68.34,62,32,3.0,scattered clouds
596,Oskarshamn,SE,57.2645,16.4484,36.99,69,55,16.06,broken clouds
597,Korla,CN,41.7597,86.1469,29.82,41,98,3.06,overcast clouds
598,Ayabaca,PE,-4.6398,-79.7149,49.06,95,100,2.21,overcast clouds
599,Issaquah,US,47.5301,-122.0326,51.87,83,100,5.75,overcast clouds
600,Sur,OM,22.5667,59.5289,70.45,54,2,2.75,clear sky
601,Tahoua,NE,14.8888,5.2692,65.77,10,0,11.79,clear sky
602,Jadu,LY,31.953,12.0261,40.73,74,0,6.46,clear sky
603,Thanh Hoa,VN,19.8,105.7667,65.46,84,100,3.02,overcast clouds
604,Lima,PE,-12.0432,-77.0282,70.9,82,0,4.61,clear sky
605,Nanakuli,US,21.3906,-158.1547,78.75,65,100,4.61,light intensity drizzle
606,Puteyets,RU,65.1716,57.091,14.85,88,97,18.77,overcast clouds
607,Jian,CN,27.1172,114.9793,45.64,77,96,4.14,light rain
608,Bihoro,JP,43.8228,144.1044,26.62,72,22,2.84,few clouds
609,Zlobin,HR,45.2924,14.6541,35.42,65,0,1.14,clear sky
610,Beipiao,CN,41.7919,120.7792,33.37,43,1,4.09,clear sky
611,Yerofey Pavlovich,RU,53.9667,121.9667,7.86,65,100,1.72,overcast clouds
612,Vao,NC,-22.6667,167.4833,80.55,89,100,38.18,overcast clouds
613,Flin Flon,CA,54.7682,-101.865,6.24,96,100,6.76,overcast clouds
614,Norwich,GB,52.6278,1.2983,44.13,85,100,4.61,overcast clouds
615,Bafq,IR,31.6128,55.4107,52.32,21,0,6.53,clear sky
616,Yara,CU,20.2753,-76.9533,73.83,78,32,3.42,scattered clouds
617,Hami,CN,42.8,93.45,30.09,33,100,6.89,overcast clouds
618,San Patricio,US,28.017,-97.5169,58.82,62,33,8.63,scattered clouds
619,General Delgado,PY,-27.1667,-56.5167,67.37,43,0,4.32,clear sky
620,Ulaanbaatar,MN,47.9077,106.8832,-0.27,85,40,2.24,scattered clouds
621,Altay,CN,47.8667,88.1167,9.88,93,100,1.83,overcast clouds
622,Mareeba,AU,-17.0,145.4333,90.45,53,77,4.99,broken clouds
623,Aras,ES,42.5617,-2.356,38.32,100,0,2.3,mist
624,Moroni,KM,-11.7022,43.2551,79.92,78,75,10.04,broken clouds
625,Dickinson,US,29.4608,-95.0513,57.31,83,0,8.05,clear sky
626,Rio Claro,BR,-22.4114,-47.5614,61.81,95,100,4.34,overcast clouds
627,Eyrarbakki,IS,63.863,-21.1481,11.21,76,72,3.83,broken clouds
628,Ciudad Bolivar,VE,8.1222,-63.5497,77.18,63,100,14.41,overcast clouds
629,Sabya,SA,17.1495,42.6254,77.13,75,53,5.44,broken clouds
630,Katrineholm,SE,58.9959,16.2072,37.72,70,61,15.26,broken clouds
631,Jijiga,ET,9.35,42.8,58.03,31,100,5.28,overcast clouds
632,Bucerias,MX,20.75,-105.3333,67.98,88,0,0.0,clear sky
633,Tura,IN,25.5198,90.2201,69.91,46,31,1.14,scattered clouds
634,Guanica,PR,17.9716,-66.908,75.06,79,0,3.0,clear sky
635,New Bern,US,35.1085,-77.0441,46.98,93,0,3.44,clear sky
636,Calvinia,ZA,-31.4707,19.776,60.53,43,0,4.07,clear sky
637,Alta,NO,69.9689,23.2717,22.24,75,100,4.61,overcast clouds
638,Lac Du Bonnet,CA,50.2536,-96.0612,-7.31,100,32,5.26,scattered clouds
639,Arivonimamo,MG,-19.0167,47.1833,64.45,90,98,5.3,overcast clouds
640,Gambela,ET,8.25,34.5833,77.67,39,21,2.08,few clouds
641,Ambalavao,MG,-21.8333,46.9333,68.54,88,92,3.31,overcast clouds
642,Xiamen,CN,24.4798,118.0819,59.49,78,98,9.19,overcast clouds
643,Bassila,BJ,9.0081,1.6654,71.42,20,8,2.24,clear sky
644,Tanggu,CN,39.0211,117.6469,44.56,43,0,4.43,clear sky
645,Pitimbu,BR,-7.4706,-34.8086,75.79,71,88,9.04,overcast clouds
646,Rio Gallegos,AR,-51.6226,-69.2181,46.89,60,76,20.83,broken clouds
647,Batsfjord,NO,70.6345,29.7185,28.62,85,80,18.99,broken clouds
648,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,27.19,64,75,4.47,broken clouds
649,Jurm,AF,36.8648,70.8342,33.75,65,100,4.23,overcast clouds
650,Chongwe,ZM,-15.3292,28.682,63.41,97,100,1.95,overcast clouds
651,Grand Forks,US,47.9417,-97.4337,10.08,92,0,5.75,clear sky
652,Terrace,CA,54.5163,-128.6035,44.51,100,100,19.57,light rain
653,Pangnirtung,CA,66.1451,-65.7125,-23.39,94,99,5.86,overcast clouds
654,Da Lat,VN,11.9465,108.4419,77.13,46,66,4.94,broken clouds
655,Rokytnice Nad Jizerou,CZ,50.7256,15.4336,41.61,91,100,2.06,overcast clouds
656,Slatina-Timis,RO,45.25,22.2833,34.84,91,36,3.15,scattered clouds
657,Warragul,AU,-38.1667,145.9333,78.64,49,93,3.0,overcast clouds
658,Sakakah,SA,29.9697,40.2064,48.96,70,0,8.34,clear sky
659,Dajabon,DO,19.5488,-71.7083,74.25,82,42,1.7,scattered clouds
660,Miles City,US,46.4083,-105.8406,39.51,75,100,5.75,overcast clouds
661,Fairbanks,US,64.8378,-147.7164,-1.91,78,100,6.91,light snow
662,Launceston,AU,-41.45,147.1667,81.61,36,100,9.22,overcast clouds
663,Moree,AU,-29.4667,149.85,93.22,21,0,8.05,clear sky
664,Praia,CV,14.9215,-23.5087,75.74,35,0,8.05,clear sky
665,Margate,GB,51.3813,1.3862,47.3,93,100,4.0,overcast clouds
666,Sungurlu,TR,40.1675,34.3739,23.97,94,30,5.75,scattered clouds
667,Vila,PT,42.0304,-8.1588,43.68,70,58,3.4,broken clouds
668,Laizhou,CN,37.1717,119.9214,44.17,50,6,7.14,clear sky
669,Newport,GB,51.5877,-2.9984,44.85,85,100,7.45,overcast clouds
670,Yamada,JP,39.4667,141.95,34.9,80,100,4.97,overcast clouds
671,Ullapool,GB,57.8987,-5.1604,41.34,80,79,24.87,broken clouds
672,Drumheller,CA,51.4617,-112.7101,47.28,83,99,9.66,overcast clouds
673,Shwebo,MM,22.5667,95.7,75.9,32,0,5.44,clear sky
674,Elat,IL,29.5581,34.9482,51.64,62,0,4.61,clear sky
675,Puerto Quijarro,BO,-17.7833,-57.7667,71.64,95,100,2.55,overcast clouds
676,Sola,VU,-13.8833,167.55,81.82,78,100,24.9,overcast clouds
677,Alamogordo,US,32.8995,-105.9603,50.22,36,0,1.01,clear sky
678,Non Sang,TH,16.8687,102.5664,91.89,39,13,5.53,few clouds
679,Biak,ID,-0.9131,122.8766,80.71,79,100,1.59,light rain
680,Fort Nelson,CA,58.8053,-122.7002,28.06,90,92,4.32,overcast clouds
681,Atbasar,KZ,51.8,68.3333,-6.83,100,96,7.05,overcast clouds
682,Belmonte,BR,-15.8631,-38.8828,79.3,87,9,5.17,clear sky
683,Ust-Nera,RU,64.5667,143.2,-18.72,97,68,4.47,broken clouds
684,Cap Malheureux,MU,-19.9842,57.6142,82.47,66,85,1.99,overcast clouds
685,Faridpur,BD,23.6,89.8333,64.4,49,9,3.47,clear sky
686,Olafsvik,IS,64.8945,-23.7142,29.73,66,52,14.27,broken clouds
687,Yar-Sale,RU,66.8333,70.8333,0.79,96,63,12.82,broken clouds
688,Gondanglegi,ID,-7.7479,112.0132,79.32,82,97,0.36,light rain
689,Eskisehir,TR,39.7767,30.5206,31.91,80,75,18.41,broken clouds
690,Nicolet,CA,46.2168,-72.6158,28.85,86,100,3.44,overcast clouds
691,Bridlington,GB,54.0831,-0.1919,41.9,88,100,5.01,overcast clouds
692,Balsas,BR,-7.5325,-46.0356,72.61,92,52,4.07,broken clouds
693,Taldan,RU,53.6667,124.8,7.86,60,91,3.33,overcast clouds
694,Turbat,PK,26.0023,63.044,66.56,16,0,5.55,clear sky
695,Balaipungut,ID,1.05,101.2833,79.21,99,100,3.11,overcast clouds
696,Huanren,CN,41.2647,125.3667,33.55,58,8,1.68,clear sky
