City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
380,Hasaki,100,JP,2022-02-08 01:19:33,96,35.7333,140.8333,39.6,17.16
381,Banikoara,1,BJ,2022-02-08 01:19:33,17,11.2985,2.4386,74.1,5.79
382,Daniel Flores,56,CR,2022-02-08 01:19:34,94,9.3355,-83.6694,69.06,2.1
383,Temecula,0,US,2022-02-08 01:19:34,18,33.4936,-117.1484,75.42,10.36
384,Luena,100,AO,2022-02-08 01:19:35,95,-11.7833,19.9167,60.89,3.69
385,Byron Bay,47,AU,2022-02-08 01:19:35,56,-28.65,153.6167,76.95,12.26
386,Gat,25,IL,2022-02-08 01:19:35,100,31.61,34.7642,51.4,4.29
387,Yanam,8,IN,2022-02-08 01:19:36,94,16.7333,82.2167,68.4,3.0
388,Sao Felix Do Xingu,100,BR,2022-02-08 01:19:36,97,-6.6447,-51.995,72.82,0.87
389,Igrim,99,RU,2022-02-08 01:19:37,100,63.1906,64.4162,-5.37,5.14
390,Kunming,0,CN,2022-02-08 01:16:26,81,25.0389,102.7183,44.53,11.18
391,Les Escoumins,100,CA,2022-02-08 01:19:37,97,48.1111,-69.0236,20.55,4.27
392,Santa Cruz,17,BO,2022-02-08 01:16:46,69,-17.8,-63.1667,74.66,5.75
393,Rudbar,10,AF,2022-02-08 01:19:37,29,30.15,62.6,51.73,7.92
394,Souillac,75,MU,2022-02-08 01:19:38,94,-20.5167,57.5167,75.58,4.61
395,Gizo,100,SB,2022-02-08 01:19:38,74,-8.103,156.8419,84.54,10.02
396,Bilibino,1,RU,2022-02-08 01:16:56,76,68.0546,166.4372,-14.24,3.4
397,Indianola,9,US,2022-02-08 01:19:39,78,41.3581,-93.5574,33.93,5.99
398,Los Llanos De Aridane,0,ES,2022-02-08 01:19:39,77,28.6585,-17.9182,60.55,11.5
399,Quthing,0,LS,2022-02-08 01:19:40,70,-30.4,27.7003,60.48,4.07
400,Melilla,75,ES,2022-02-08 01:19:40,82,35.2937,-2.9383,57.58,3.44
401,Gao,0,ML,2022-02-08 01:19:09,9,16.6362,1.637,63.95,12.3
402,Deputatskiy,76,RU,2022-02-08 01:19:41,96,69.3,139.9,-34.29,3.67
403,Shingu,100,JP,2022-02-08 01:18:01,75,33.7333,135.9833,43.92,2.59
404,Chiredzi,4,ZW,2022-02-08 01:19:41,84,-21.05,31.6667,65.79,2.13
405,Baykit,43,RU,2022-02-08 01:19:15,98,61.67,96.37,-20.06,4.12
406,Saint-Michel-Des-Saints,94,CA,2022-02-08 01:17:37,100,46.6834,-73.9159,7.75,3.06
407,Lompoc,0,US,2022-02-08 01:17:30,65,34.6391,-120.4579,70.79,8.05
408,Gerash,0,IR,2022-02-08 01:19:41,53,27.6652,54.1371,39.34,4.18
409,Bilecik,100,TR,2022-02-08 01:20:42,78,40.0,30.1667,43.45,15.48
410,Moussoro,10,TD,2022-02-08 01:20:42,13,13.6408,16.4901,63.86,11.72
411,Cayenne,75,GF,2022-02-08 01:20:43,83,4.9333,-52.3333,80.1,8.05
412,El Alto,100,PE,2022-02-08 01:20:43,82,-4.2714,-81.2147,70.25,8.95
413,Maarianhamina,0,AX,2022-02-08 01:20:43,80,60.0973,19.9348,30.06,4.61
414,Pionerskiy,19,RU,2022-02-08 01:20:44,74,54.9508,20.2275,37.24,19.35
415,Kindersley,75,CA,2022-02-08 01:20:44,86,51.4668,-109.1682,37.18,13.8
416,Vredendal,3,ZA,2022-02-08 01:20:44,72,-31.6683,18.5012,66.25,3.6
417,Ola,100,RU,2022-02-08 01:20:45,71,59.5833,151.2833,10.17,9.53
418,Pochinki,100,RU,2022-02-08 01:20:45,95,54.6988,44.8668,26.11,11.65
419,Pemba,100,MZ,2022-02-08 01:20:45,83,-12.974,40.5178,76.5,9.06
420,Cockburn Town,0,TC,2022-02-08 01:16:10,77,21.4612,-71.1419,77.43,18.75
421,Severo-Kurilsk,40,RU,2022-02-08 01:17:35,88,50.6789,156.125,32.14,5.86
422,Gimli,100,CA,2022-02-08 01:20:46,79,50.6336,-96.9907,16.12,8.05
423,Shizunai,15,JP,2022-02-08 01:20:46,68,42.3339,142.3669,27.97,6.46
424,Port Hedland,40,AU,2022-02-08 01:19:20,100,-20.3167,118.5667,75.25,16.11
425,Sola,100,VU,2022-02-08 01:20:47,86,-13.8833,167.55,81.84,31.85
426,Binucayan,96,PH,2022-02-08 01:20:47,96,8.25,125.7167,77.16,2.59
427,Sabang,81,ID,2022-02-08 01:20:47,74,5.8933,95.3214,80.87,5.97
428,Dehloran,0,IR,2022-02-08 01:20:48,47,32.6941,47.2679,51.21,3.98
429,Ornskoldsvik,20,SE,2022-02-08 01:20:48,100,63.2909,18.7153,18.55,3.44
430,Nanortalik,100,GL,2022-02-08 01:20:48,69,60.1432,-45.2371,10.33,51.18
431,Fortuna,0,US,2022-02-08 01:20:49,85,40.5982,-124.1573,58.19,11.5
432,Sawakin,100,SD,2022-02-08 01:20:49,69,19.1059,37.3321,71.42,11.45
433,Bairiki,40,KI,2022-02-08 01:20:49,70,1.3292,172.9752,86.0,6.91
434,Avera,100,US,2022-02-08 01:20:36,78,33.194,-82.5271,44.47,6.4
435,Storm Lake,0,US,2022-02-08 01:20:50,80,42.6411,-95.2097,41.36,8.05
436,Preobrazheniye,8,RU,2022-02-08 01:20:50,48,42.9019,133.9064,20.44,5.21
437,Baglung,86,NP,2022-02-08 01:20:51,77,28.2719,83.5898,48.51,1.48
438,Flinders,27,AU,2022-02-08 01:20:51,57,-34.5833,150.8552,75.06,8.14
439,Sumbe,100,AO,2022-02-08 01:20:51,82,-11.2061,13.8437,75.31,5.39
440,Port Macquarie,87,AU,2022-02-08 01:15:57,61,-31.4333,152.9167,71.15,6.33
441,Bundaberg,7,AU,2022-02-08 01:20:52,52,-24.85,152.35,82.22,5.99
442,Poya,100,NC,2022-02-08 01:20:52,78,-21.35,165.15,84.52,14.61
443,The Pas,40,CA,2022-02-08 01:20:52,74,53.8251,-101.2541,30.22,9.22
444,Great Yarmouth,84,GB,2022-02-08 01:20:53,80,52.6083,1.7305,49.95,17.16
445,Itarema,7,BR,2022-02-08 01:20:53,78,-2.9248,-39.9167,79.77,12.03
446,Londa,90,IN,2022-02-08 01:20:53,69,15.4691,74.5191,58.33,0.96
447,Gornopravdinsk,14,RU,2022-02-08 01:20:54,91,60.05,69.9,6.8,8.97
448,Ishigaki,75,JP,2022-02-08 01:20:55,82,24.3448,124.1572,64.53,14.97
449,Roald,100,NO,2022-02-08 01:20:55,75,62.5833,6.1333,43.0,25.32
450,Svetlaya,4,RU,2022-02-08 01:20:35,56,46.5389,138.3297,14.4,7.11
451,Baruun-Urt,12,MN,2022-02-08 01:20:55,82,46.6806,113.2792,4.59,14.0
452,Mgandu,85,TZ,2022-02-08 01:20:56,91,-5.95,34.1333,57.7,1.16
453,Praya,20,CV,2022-02-08 01:20:56,82,14.9215,-23.5087,66.74,6.91
454,Reconquista,0,AR,2022-02-08 01:21:56,30,-29.15,-59.65,68.67,7.25
455,Westport,100,US,2022-02-08 01:21:57,95,41.1415,-73.3579,38.95,8.05
456,Wuhan,100,CN,2022-02-08 01:21:57,78,30.5833,114.2667,35.69,6.42
457,Tarko-Sale,73,RU,2022-02-08 01:21:57,99,64.9225,77.785,-16.44,10.67
458,Unity,100,CA,2022-02-08 01:21:58,82,52.4501,-109.1682,34.7,14.88
459,Kisangani,99,CD,2022-02-08 01:21:58,76,0.5167,25.2,69.44,3.29
460,Ayagoz,99,KZ,2022-02-08 01:21:59,100,47.9714,80.4392,4.19,1.03
461,Gediz,100,TR,2022-02-08 01:21:59,83,39.0417,29.41,42.93,23.04
462,Genhe,100,CN,2022-02-08 01:22:00,96,50.7833,121.5167,-3.59,1.45
463,Xam Nua,22,LA,2022-02-08 01:22:00,84,20.4197,104.0439,59.92,2.26
464,Joensuu,100,FI,2022-02-08 01:22:01,93,62.6012,29.7632,28.27,2.3
465,Carndonagh,100,IE,2022-02-08 01:22:01,87,55.25,-7.2667,45.97,19.33
466,Maniitsoq,100,GL,2022-02-08 01:22:01,88,65.4167,-52.9,1.0,7.31
467,Muyezerskiy,100,RU,2022-02-08 01:22:02,97,63.9333,31.65,21.81,3.89
468,Port Antonio,1,JM,2022-02-08 01:22:02,80,18.18,-76.4612,78.71,6.02
469,Lalmohan,2,BD,2022-02-08 01:22:02,62,22.3384,90.7419,63.16,5.48
470,Kemijarvi,92,FI,2022-02-08 01:22:03,99,66.7131,27.4306,14.79,3.0
471,Tateyama,100,JP,2022-02-08 01:22:03,76,34.9833,139.8667,46.67,13.0
472,Mankono,8,CI,2022-02-08 01:22:03,34,8.0586,-6.1897,76.28,1.52
473,Kaka,0,TM,2022-02-08 01:22:04,77,37.3482,59.6143,37.56,4.05
474,Hualmay,100,PE,2022-02-08 01:22:04,80,-11.0964,-77.6139,70.56,7.29
475,Sinnamary,100,GF,2022-02-08 01:20:39,88,5.3833,-52.95,76.82,9.15
476,Hirara,75,JP,2022-02-08 01:22:05,72,24.8,125.2833,66.47,21.85
477,Viedma,0,AR,2022-02-08 01:18:20,52,-40.8135,-62.9967,68.45,18.41
478,Clyde River,100,CA,2022-02-08 01:17:28,67,70.4692,-68.5914,-36.17,5.75
479,Oleksandrivka,100,UA,2022-02-08 01:22:05,94,48.9634,32.2349,31.37,3.98
480,Sisimiut,100,GL,2022-02-08 01:22:05,96,66.9395,-53.6735,-8.86,7.18
481,Husavik,100,IS,2022-02-08 01:22:06,87,66.0449,-17.3389,26.51,12.06
482,Erenhot,2,CN,2022-02-08 01:22:06,74,43.6475,111.9767,6.44,8.16
483,Takoradi,61,GH,2022-02-08 01:22:07,89,4.8845,-1.7554,78.58,6.69
484,Mbala,100,ZM,2022-02-08 01:22:07,88,-8.8402,31.3659,59.47,1.54
485,Namwala,21,ZM,2022-02-08 01:22:08,98,-15.7504,26.4384,62.2,3.29
486,Mnogovershinnyy,100,RU,2022-02-08 01:22:08,83,53.9353,139.9242,7.29,5.06
487,Alto Araguaia,93,BR,2022-02-08 01:22:08,94,-17.3147,-53.2153,68.81,2.82
488,Ottawa,75,CA,2022-02-08 01:18:32,75,45.4112,-75.6981,21.63,5.75
489,Ciudad Bolivar,100,VE,2022-02-08 01:22:09,60,8.1222,-63.5497,82.63,12.73
490,Teya,99,RU,2022-02-08 01:22:09,100,60.3778,92.6267,-19.14,2.21
491,Plouzane,100,FR,2022-02-08 01:22:09,100,48.3833,-4.6167,50.18,5.75
492,Ambam,53,CM,2022-02-08 01:22:10,99,2.3833,11.2833,68.54,2.77
493,Madison,0,US,2022-02-08 01:22:10,62,34.7334,-86.5667,44.02,11.99
494,Barra Patuca,10,HN,2022-02-08 01:22:10,79,15.8,-84.2833,74.46,4.23
495,Port Hardy,100,CA,2022-02-08 01:22:11,93,50.6996,-127.4199,44.78,3.44
496,Sur,0,OM,2022-02-08 01:22:11,69,22.5667,59.5289,65.75,1.48
497,Borodino,100,RU,2022-02-08 01:22:11,97,55.9106,94.8983,2.82,5.61
498,General Pico,0,AR,2022-02-08 01:22:12,67,-35.6566,-63.7568,64.09,6.29
499,Awjilah,4,LY,2022-02-08 01:22:12,28,29.1081,21.2869,57.88,4.52
500,Kangaatsiaq,100,GL,2022-02-08 01:22:12,93,68.3065,-53.4641,-8.12,11.25
501,Humaita,53,BR,2022-02-08 01:22:13,88,-7.5061,-63.0208,75.15,0.51
502,Arman,100,RU,2022-02-08 01:22:13,73,59.7,150.1667,8.33,7.52
503,Mporokoso,100,ZM,2022-02-08 01:23:13,95,-9.3727,30.125,59.63,1.92
504,The Valley,28,AI,2022-02-08 01:23:14,70,18.217,-63.0578,77.09,18.77
505,Margate,100,GB,2022-02-08 01:23:14,79,51.3813,1.3862,52.03,5.01
506,Porto Velho,20,BR,2022-02-08 01:23:14,94,-8.7619,-63.9039,77.05,2.3
507,Nabire,36,ID,2022-02-08 01:23:15,65,-3.3667,135.4833,85.91,2.86
508,Palmerston,40,AU,2022-02-08 01:23:15,76,-12.486,130.9833,87.04,12.66
509,Luanda,75,AO,2022-02-08 01:23:03,88,-8.8368,13.2343,75.2,4.61
510,Peace River,75,CA,2022-02-08 01:23:15,60,56.2501,-117.286,43.11,17.27
511,Chitral,100,PK,2022-02-08 01:23:16,67,35.8462,71.7858,26.55,5.93
512,Ust-Tarka,40,RU,2022-02-08 01:23:16,100,55.5672,75.705,-4.34,6.62
513,Brae,100,GB,2022-02-08 01:23:17,73,60.3964,-1.353,44.51,29.08
514,Jiazi,97,CN,2022-02-08 01:23:17,80,22.8779,116.067,57.78,13.2
515,Natal,20,BR,2022-02-08 01:19:09,78,-5.795,-35.2094,81.25,9.22
516,Coronel Vivida,0,BR,2022-02-08 01:23:18,57,-25.9797,-52.5678,55.6,4.7
517,Tukrah,1,LY,2022-02-08 01:23:18,83,32.5341,20.5791,56.55,13.94
518,Loiza,40,PR,2022-02-08 01:23:18,78,18.4313,-65.8802,75.87,0.0
519,Nyurba,100,RU,2022-02-08 01:23:19,97,63.2842,118.3319,-14.96,4.61
520,Rurrenabaque,41,BO,2022-02-08 01:23:19,74,-14.4413,-67.5278,70.86,2.06
521,Burgkirchen,33,AT,2022-02-08 01:23:20,83,48.2044,13.0999,38.08,12.86
522,Oranjemund,5,NA,2022-02-08 01:23:20,77,-28.55,16.4333,66.31,4.41
523,Walla Walla,0,US,2022-02-08 01:23:21,54,46.0646,-118.343,55.08,10.36
524,Grindavik,75,IS,2022-02-08 01:23:21,80,63.8424,-22.4338,30.67,46.04
525,Oranjestad,20,AW,2022-02-08 01:23:21,83,12.524,-70.027,78.75,14.97
526,Gallup,0,US,2022-02-08 01:23:22,36,35.5281,-108.7426,39.04,5.75
527,Kikwit,100,CD,2022-02-08 01:23:22,90,-5.041,18.8162,71.6,2.19
528,Binzhou,0,CN,2022-02-08 01:23:23,32,37.3667,118.0167,34.65,3.53
529,Jiuquan,14,CN,2022-02-08 01:23:23,77,39.7432,98.5174,17.56,1.59
530,Acevedo,98,CO,2022-02-08 01:23:23,99,1.8361,-75.855,64.87,2.04
531,Chuguyevka,19,RU,2022-02-08 01:23:23,85,44.1653,133.8633,12.52,1.86
532,Sibolga,100,ID,2022-02-08 01:23:24,76,1.7427,98.7792,77.99,2.75
533,Agirish,100,RU,2022-02-08 01:23:24,100,61.9247,63.0231,-11.33,3.36
534,Peleduy,100,RU,2022-02-08 01:23:24,97,59.6289,112.7406,-2.22,6.02
535,Iquitos,75,PE,2022-02-08 01:23:25,94,-3.7481,-73.2472,77.04,4.61
536,Sechura,100,PE,2022-02-08 01:23:25,71,-5.5569,-80.8222,73.29,14.23
537,Mount Gambier,100,AU,2022-02-08 01:22:03,18,-37.8333,140.7667,87.71,19.57
538,Houston,40,US,2022-02-08 01:20:41,45,29.7633,-95.3633,58.05,12.66
539,Namibe,100,AO,2022-02-08 01:23:26,81,-15.1961,12.1522,72.03,11.12
540,Wagar,6,SD,2022-02-08 01:23:26,71,16.1525,36.2032,64.49,10.47
541,Egvekinot,0,RU,2022-02-08 01:23:26,74,66.3167,-179.1667,-17.43,11.95
542,Morro Bay,0,US,2022-02-08 01:23:11,54,35.3658,-120.8499,69.58,3.87
543,Mildura,40,AU,2022-02-08 01:23:27,25,-34.2,142.15,89.08,10.36
544,Taoudenni,0,ML,2022-02-08 01:23:27,13,22.6783,-3.9836,67.37,11.23
545,Armidale,0,AU,2022-02-08 01:23:27,37,-30.5167,151.65,66.81,3.53
546,Beian,75,NO,2022-02-08 01:23:28,93,63.6559,9.5683,39.0,18.41
547,Singapore,75,SG,2022-02-08 01:18:36,83,1.2897,103.8501,78.75,8.05
548,Chara,81,RU,2022-02-08 01:23:28,76,56.9064,118.2631,-10.3,1.03
549,Pachino,15,IT,2022-02-08 01:24:28,70,36.7186,15.0907,50.04,15.77
550,Sorong,41,ID,2022-02-08 01:23:13,74,-0.8833,131.25,82.51,2.28
